hour,node,p_charge_mw,p_discharge_mw,soc_mwh,lambda_eur_per_mwh
3,N8,6.93134965398766e-07,8.905783043308211e-07,6.478447343632836e-05,59.99999915539624
3,N9,6.337617291356855e-07,1.0311209105286434e-06,6.351859442362321e-05,59.999999164468896
4,N1,7.369172042532737e-07,8.264024035525253e-07,6.51060641524673e-05,59.99999138127051
4,N2,7.101830504241311e-07,8.680266404367633e-07,6.47618535556335e-05,59.999991264201455
4,N3,6.307538131016618e-07,1.0512905372626449e-06,6.29857828145044e-05,59.99999138647245
4,N4,7.369144707196018e-07,8.264560660729907e-07,6.510628166692231e-05,59.99999139423039
4,N5,7.299489622827802e-07,8.366562795116548e-07,6.50190089052519e-05,59.999991398161846
4,N6,5.349529123830446e-07,1.6221653457950856e-06,4.2851997741528937e-05,59.9999913952562
4,N7,7.101852088962779e-07,8.679952646465053e-07,6.476200417771861e-05,59.9999913421175
4,N8,6.901137767408891e-07,9.042170159522363e-07,6.446437611089609e-05,59.99999137714867
4,N9,6.307537191712136e-07,1.0512924760608811e-06,6.298580418248037e-05,59.99999138646789
5,N1,7.395872545063294e-07,8.157629323319358e-07,6.492677622831327e-05,59.99999950701118
5,N2,7.127010662846889e-07,8.562835311402028e-07,6.451410892126122e-05,59.99999939439838
5,N3,6.326934930378894e-07,1.0343527729544376e-06,6.247290617510505e-05,59.99999951603331
5,N4,7.395709943665867e-07,8.157893800144706e-07,6.492695026720638e-05,59.99999952191602
5,N5,7.325630703002305e-07,8.257094708989097e-07,6.482251970091313e-05,59.99999952788718
5,N6,5.320772896290232e-07,1.6181262351772495e-06,4.1621254739346845e-05,59.999999524219206
5,N7,7.12715598386109e-07,8.562678527041347e-07,6.451428989585916e-05,59.99999947233008
5,N8,6.925835848688242e-07,8.916315683253668e-07,6.416003651692572e-05,59.999999507203114
5,N9,6.326932081442478e-07,1.0343536619124291e-06,6.247292632667882e-05,59.999999516031146
6,N1,7.395147946061617e-07,8.158903267530283e-07,6.474728437654226e-05,59.999999910597744
6,N2,7.125448728587013e-07,8.565750203671168e-07,6.426590666972821e-05,59.999999812704125
6,N3,6.321446076365071e-07,1.0360889649468747e-06,6.195766087299485e-05,59.99999993227407
6,N4,7.395024472698058e-07,8.159101977149565e-07,6.474742562866858e-05,59.99999993225212
6,N5,7.324748334969634e-07,8.258642575343874e-07,6.462578253658914e-05,59.99999994492284
6,N6,5.271538437841104e-07,1.671053707023046e-06,4.032935694757423e-05,59.99999993850556
6,N7,7.125600080554065e-07,8.565599349534755e-07,6.426611792776488e-05,59.999999890636495
6,N8,6.923552945174763e-07,8.921157849761174e-07,6.38549659177051e-05,59.99999992498116
6,N9,6.321443192381465e-07,1.036089800453872e-06,6.19576798619923e-05,59.999999932272
7,N1,7.392176070674811e-07,8.163157659285756e-07,6.456705982820139e-05,60.0000000306431
7,N2,7.121760881605621e-07,8.572021940461592e-07,6.401668917836809e-05,59.999999966795485
7,N3,6.313768049140304e-07,1.0384609818382553e-06,6.14391627014562e-05,60.00000007936324
7,N4,7.39217185152967e-07,8.163208301454301e-07,6.456719527492727e-05,60.00000007024559
7,N5,7.321763191381254e-07,8.263139983693845e-07,6.442828547048021e-05,60.000000099351865
7,N6,5.220151478584393e-07,1.7310990117769005e-06,3.8968498369797806e-05,60.00000008194772
7,N7,7.121914655558387e-07,8.571872512647347e-07,6.401693079415688e-05,60.0000000447281
7,N8,6.919093531382481e-07,8.929848264685824e-07,6.35485494542207e-05,60.00000007484771
7,N9,6.31376518714071e-07,1.0384617938711066e-06,6.143918055501402e-05,60.00000007936119
8,N1,7.388519804954903e-07,8.168341337960928e-07,6.438593924156465e-05,60.000000111379045
8,N2,7.1172005029683e-07,8.579699120632033e-07,6.376622462401062e-05,60.00000006777527
8,N3,6.304917052853451e-07,1.041196998109827e-06,6.0916912982357735e-05,60.00000016869436
8,N4,7.388596905439103e-07,8.168294603210222e-07,6.438608689792488e-05,60.00000016298785
8,N5,7.318024829094794e-07,8.268710567066886e-07,6.422984334586543e-05,60.00000020766292
8,N6,5.167211701541862e-07,1.7989076871931814e-06,3.753023946284726e-05,60.00000017046353
8,N7,7.117356013440658e-07,8.579550119122626e-07,6.376649671454454e-05,60.00000014570803
8,N8,6.913644183437651e-07,8.940350482344243e-07,6.324050089996733e-05,60.00000016460754
8,N9,6.30491422401523e-07,1.0411977937680203e-06,6.091692972107405e-05,60.00000016869234
9,N1,7.383263888887643e-07,8.175548856524535e-07,6.420355666714975e-05,60.0000000174239
9,N2,7.110544160980895e-07,8.590484509567304e-07,6.351398475090068e-05,59.99999992215514
9,N3,6.293950632985408e-07,1.0445382643589393e-06,6.0390067077461e-05,60.00000001292763
9,N4,7.383190128977619e-07,8.175684609711114e-07,6.420368291603653e-05,60.00000004646455
9,N5,7.312275402103439e-07,8.276907820618456e-07,6.402998729993208e-05,60.0000000810336
9,N6,5.11194958820664e-07,1.8769328923145796e-06,3.600344776020657e-05,60.00000002541918
9,N7,7.110698015887276e-07,8.59033159976426e-07,6.351428757877154e-05,60.000000000087645
9,N8,6.906037469254856e-07,8.954477186323986e-07,6.293023109402054e-05,60.00000000113931
9,N9,6.293947884869004e-07,1.044539069948699e-06,6.039008269828096e-05,60.000000012925554
10,N1,7.376545907904227e-07,8.18470401313511e-07,6.40195671746922e-05,59.99999976422446
10,N2,7.102163529512455e-07,8.604041972512225e-07,6.32595120037896e-05,59.99999958026015
10,N3,6.281139203136661e-07,1.0484595506493696e-06,5.985783261430039e-05,59.99999965671919
10,N4,7.376346209497443e-07,8.185008320674631e-07,6.401964222031882e-05,59.999999773525765
10,N5,7.304982844552702e-07,8.287274616413807e-07,6.382834110695837e-05,59.99999978339419
10,N6,5.054307029112406e-07,1.967724794887997e-06,3.437426081812284e-05,59.99999967974971
10,N7,7.102313027466585e-07,8.603881541138466e-07,6.325984596477281e-05,59.999999658192074
10,N8,6.89665174070084e-07,8.971876760325771e-07,6.261722385503526e-05,59.99999963752649
10,N9,6.281136571780767e-07,1.0484603876632588e-06,5.9857847094579994e-05,59.99999965671703
11,N1,2.0724621226653127e-06,4.7438629002912956e-07,6.545256876207403e-05,52.20000029604152
11,N2,1.871544675748043e-06,4.885297920970701e-07,6.448934428172448e-05,52.20000008977349
11,N3,1.394938240461161e-06,5.456327712471031e-07,6.058055381244986e-05,52.20000005332079
11,N4,2.0722668327913325e-06,4.743975843246404e-07,6.545244894982363e-05,52.200000300560745
11,N5,2.0174324289137603e-06,4.779050097322201e-07,6.520607558506658e-05,52.20000028754002
11,N6,8.957140716490234e-07,7.372030544708171e-07,3.4425039088256e-05,52.200000033503066
11,N7,1.8714825082868344e-06,4.885360616129265e-07,6.448961335576335e-05,52.20000012872956
11,N8,1.736355498656925e-06,5.004998923838759e-07,6.370773049453019e-05,52.20000005955441
11,N9,1.3949369296125213e-06,5.456329903403064e-07,6.0580566831701333e-05,52.20000005332109
12,N1,2.0715719206290545e-06,4.7445071653888217e-07,6.688466828860882e-05,52.20000042425942
12,N2,1.868298462568045e-06,4.88784742394782e-07,6.571586572132627e-05,52.19999998965098
12,N3,1.3888500560289656e-06,5.467026085342477e-07,6.129643348141609e-05,52.19999966688574
12,N4,2.0713691361979076e-06,4.744620239218635e-07,6.688434658959352e-05,52.200000428472165
12,N5,2.0156643698056773e-06,4.780244873228203e-07,6.65820275128513e-05,52.200000324761376
12,N6,8.772570518621146e-07,7.52045841843297e-07,3.4442683909051766e-05,52.19999944597413
12,N7,1.8681470237759423e-06,4.887972619394769e-07,6.571597967307361e-05,52.2000000073372
12,N8,1.7318670931926918e-06,5.009237246542116e-07,6.479358317425612e-05,52.19999979260208
12,N9,1.3888488475066697e-06,5.46702831294277e-07,6.129644513149933e-05,52.19999966688595
13,N1,7.372219275383986e-07,8.191361215003529e-07,6.669956258383144e-05,59.999996598817525
13,N2,1.8669292824080217e-06,4.888902044458749e-07,6.694099293516674e-05,52.19999990115261
13,N3,8.562361350204442e-06,4.0734121947636627e-07,6.887561009465593e-05,46.720977575496924
13,N4,7.372002019778052e-07,8.191712840431794e-07,6.669918298287227e-05,59.99999660393985
13,N5,9.377290723815222e-07,6.623352577470855e-07,6.67521187859817e-05,57.3048758348777
13,N6,9.485599538751463e-05,3.92845826357812e-07,0.00012280818851232323,41.33073600417495
13,N7,1.8667373724864535e-06,4.889058504504372e-07,6.694091054341056e-05,52.19999990888918
13,N8,3.0733640460186613e-06,4.430464941346318e-07,6.71969116498184e-05,49.91707374966685
13,N9,8.562309339843634e-06,4.073413353181219e-07,6.887557293927863e-05,46.720977575508556
14,N1,7.373207771008215e-07,8.190193460376741e-07,6.651467416235414e-05,59.99999796637736
14,N2,1.867347394074852e-06,4.88851686628506e-07,6.816655265304153e-05,52.19999979545602
14,N3,8.558220797570259e-06,4.0729135971189815e-07,7.645096441960932e-05,46.720976025708524
14,N4,7.373003042131236e-07,8.190554981842818e-07,6.651423677468357e-05,59.99999797232255
14,N5,9.378674003944491e-07,6.622670088346537e-07,6.692241244963724e-05,57.304876692585744
14,N6,9.5264953183463e-05,3.9271332557427523e-07,0.0002115566191732681,41.330733424024
14,N7,1.867146454100645e-06,4.888683737696802e-07,6.816626435332735e-05,52.1999997998316
14,N8,3.070190715546948e-06,4.431022019834763e-07,6.959721037112635e-05,49.91707281115784
14,N9,8.558173556790448e-06,4.072914806343268e-07,7.645088291767153e-05,46.72097602572136
15,N1,2.0723232254707923e-06,4.743880045106797e-07,6.794754391025088e-05,52.200000185952796
15,N2,1.8706310725997971e-06,4.885936926292407e-07,6.939546152863029e-05,52.19999992315192
15,N3,1.3939362439996841e-06,5.457845699016752e-07,7.717258557102106e-05,52.1999995932612
15,N4,2.072139226298923e-06,4.7439907263463444e-07,6.794692247443683e-05,52.200000192024255
15,N5,2.016945897035451e-06,4.779290874264517e-07,6.829966580987508e-05,52.20000014150006
15,N6,9.098245264281764e-07,7.265337180118562e-07,0.0002116320036928132,52.199999459741605
15,N7,1.8704451037686355e-06,4.886088025261881e-07,6.939498301903766e-05,52.19999993227404
15,N8,1.7344602029221304e-06,5.006643259316695e-07,7.06857673369466e-05,52.19999966777774
15,N9,1.3939349661637945e-06,5.457848064040009e-07,7.717250262035563e-05,52.19999959326141
16,N1,2.0751189722937303e-06,4.7421342273870954e-07,6.938321699616096e-05,52.20000014835078
16,N2,1.8756120381255753e-06,4.881999728522822e-07,7.06294532287384e-05,52.20000001580665
16,N3,1.4036317674289732e-06,5.440869043502985e-07,7.790509547760983e-05,52.19999995427968
16,N4,2.074940063883644e-06,4.7422431070192766e-07,6.93824164696359e-05,52.2000001553725
16,N5,2.0204686395725263e-06,4.776970908327934e-07,6.968046431673645e-05,52.20000015594566
16,N6,9.650740692364164e-07,6.903622923531359e-07,0.00021179774646995844,52.19999993922237
16,N7,1.8754825189810069e-06,4.882108442183844e-07,7.06288418745192e-05,52.20000003923488
16,N8,1.7410821291357362e-06,5.000333624006398e-07,7.178119653203927e-05,52.19999995808037
16,N9,1.403630325766964e-06,5.440871455973283e-07,7.790501091980637e-05,52.19999995427998
17,N1,2.0902479643657444e-06,4.7347706434634036e-07,7.083383752633492e-05,52.20000164439375
17,N2,1.889424481478418e-06,4.872899758029967e-07,7.187734559489464e-05,52.20000145910134
17,N3,1.4176527731188265e-06,5.418946391789285e-07,7.865307120916891e-05,52.2000015254769
17,N4,2.090005352115129e-06,4.7348681061821124e-07,7.083279950205923e-05,52.200001652383776
17,N5,2.03527453387378e-06,4.769133373240164e-07,7.107595848415606e-05,52.200001659427436
17,N6,1.0299110424529239e-06,6.566658754059092e-07,0.00021206017709949135,52.20000154678005
17,N7,1.889538516819118e-06,4.872868986096046e-07,7.187684426535426e-05,52.200001531696294
17,N8,1.7549397913473334e-06,4.989129475959826e-07,7.289079352332576e-05,52.200001507331784
17,N9,1.4176508515161994e-06,5.41894864730382e-07,7.865298461177147e-05,52.200001525477546
18,N1,7.395169347535486e-07,8.158971807780561e-07,7.065434035506538e-05,60.0000000006056
18,N2,7.125522647904641e-07,8.565754690335605e-07,7.162914978286507e-05,59.999999909251464
18,N3,6.329903123385253e-07,1.0335555946097055e-06,7.814132407890076e-05,59.99999999947304
18,N4,7.395098905785823e-07,8.159104435328015e-07,7.065328156783215e-05,60.00000003132741
18,N5,7.32493424821268e-07,8.258511159872108e-07,7.087925276142641e-05,60.000000068259894
18,N6,5.586412448061019e-07,1.3938009040092487e-06,0.0002110939617747049,60.000000011319806
18,N7,7.125675193003589e-07,8.565605082368091e-07,7.162867871530316e-05,59.99999998718398
18,N8,6.923901351884774e-07,8.920609597994312e-07,7.258581410887993e-05,59.99999998812467
18,N9,6.329899847435829e-07,1.0335565244886143e-06,7.814123618141394e-05,59.99999999947099
19,N1,4.617616008102353e-07,2.33990832211554e-06,6.85866471598815e-05,67.14999875755693
19,N2,4.510544061376757e-07,2.6963259253491036e-06,6.917064661582503e-05,67.14999882034942
19,N3,4.17789895472884e-07,5.618411918041248e-06,7.252979858554925e-05,67.14999890569074
19,N4,4.617809213029321e-07,2.3392714095434052e-06,6.858628691877914e-05,67.14999887757698
19,N5,4.590242601811631e-07,2.4202557449841438e-06,6.872315615166508e-05,67.1499989674074
19,N6,3.920482263865825e-07,7.6862766655637e-05,0.00012934257847054594,67.14999889794484
19,N7,4.51060182485878e-07,2.6961334349861804e-06,6.917038660702213e-05,67.1499988982498
19,N8,4.428404935087149e-07,3.069564917819413e-06,6.972086311227924e-05,67.14999891303927
19,N9,4.1778997775022556e-07,5.618395201009653e-06,7.252972862515045e-05,67.1499989066788
20,N1,4.620792433026749e-07,2.329782534456482e-06,6.6530069427279e-05,67.14999957325654
20,N2,4.514137216611115e-07,2.6811844389242404e-06,6.672865656985084e-05,67.14999964950636
20,N3,4.1832639277313345e-07,5.514309776729958e-06,6.702999549011452e-05,67.14999972926122
20,N4,4.621023675394685e-07,2.329178949628503e-06,6.653037568604778e-05,67.14999970434815
20,N5,4.593554769921789e-07,2.4091823180887845e-06,6.657920014512897e-05,67.14999979409914
20,N6,3.925293478906e-07,7.378195387337935e-05,5.0883112143826174e-05,67.14999972756327
20,N7,4.5141976248525494e-07,2.6810332703664934e-06,6.672856372012879e-05,67.14999972741239
20,N8,4.4323371557456686e-07,3.048242802178186e-06,6.687906020961002e-05,67.1499997453308
20,N9,4.1832700765956604e-07,5.514214593976515e-06,6.703002779622521e-05,67.14999973262925
21,N1,7.432054494455958e-07,8.117457385691154e-07,6.635846000726674e-05,60.000002678003064
21,N2,7.164782071769427e-07,8.513451709420869e-07,6.648972336520636e-05,60.00000274528988
21,N3,6.37697621714222e-07,1.02156793076086e-06,6.653546173459343e-05,60.00000284689059
21,N4,7.432798083176117e-07,8.116979954379912e-07,6.635888687355818e-05,60.000002807484485
21,N5,7.363222831968349e-07,8.213911071038881e-07,6.639084320059436e-05,60.00000288168152
21,N6,5.759380846829114e-07,1.2894119784857538e-06,5.0044613290997804e-05,60.000002836302514
21,N7,7.164973719768947e-07,8.513351972546735e-07,6.648965910938608e-05,60.000002823227106
21,N8,6.964565510106756e-07,8.858594842804783e-07,6.658451246840686e-05,60.00000285135094
21,N9,6.376971971210238e-07,1.0215685537162522e-06,6.653549297773475e-05,60.000002846889224
22,N1,7.412152525475319e-07,8.135657826080611e-07,6.618304327146306e-05,60.00000008639923
22,N2,7.145614706445549e-07,8.533205471949955e-07,6.624688565045299e-05,60.00000005536333
22,N3,6.361069370391683e-07,1.0243629655174703e-06,6.603645294997245e-05,60.00000016638431
22,N4,7.412273035610698e-07,8.135561854652243e-07,6.618349167086118e-05,60.00000014568625
22,N5,7.342833704089114e-07,8.23291547134625e-07,6.619854744904243e-05,60.00000018712423
22,N6,5.701416570495562e-07,1.3196423790960617e-06,4.916839154535499e-05,60.00000016470223
22,N7,7.14576833427534e-07,8.533062284613679e-07,6.624685107199007e-05,60.00000013329615
22,N8,6.946359718886403e-07,8.879015632496471e-07,6.6286078956845e-05,60.00000016492769
22,N9,6.361065887493136e-07,1.0243638960391484e-06,6.603648287296731e-05,60.000000166382314
23,N1,7.411188170523462e-07,8.136870024880235e-07,6.600740676361702e-05,59.999999993776875
23,N2,7.144510094683179e-07,8.534791067430755e-07,6.600377514281194e-05,59.999999920280686
23,N3,6.359064857876287e-07,1.024912115666615e-06,6.553666984410265e-05,60.000000036536456
23,N4,7.411139941043597e-07,8.136974778330311e-07,6.600783945712803e-05,60.00000002789345
23,N5,7.341627606184087e-07,8.234468301938463e-07,6.600597290602186e-05,60.00000005151762
23,N6,5.65503745812027e-07,1.3481924952995342e-06,4.82573264538929e-05,60.00000003970093
23,N7,7.144661832380903e-07,8.53464575260562e-07,6.600377029208578e-05,59.999999998213276
23,N8,6.945286917960008e-07,8.880733610706894e-07,6.598736148643583e-05,60.0000000315898
23,N9,6.359061473683912e-07,1.0249130445705347e-06,6.553669845791861e-05,60.00000003653443
24,N1,7.410039124738184e-07,8.13838509585805e-07,6.583150083852834e-05,59.99999993587164
24,N2,7.143236048700974e-07,8.536755606998765e-07,6.576033549776108e-05,59.999999843429094
24,N3,6.356473785113038e-07,1.0256525946811186e-06,6.503585310376403e-05,59.99999996224225
24,N4,7.409926869608912e-07,8.138568769793384e-07,6.583190340167543e-05,59.99999996017167
24,N5,7.340366890139215e-07,8.236189630676512e-07,6.581309645733655e-05,59.9999999753157
24,N6,5.60835142427625e-07,1.378732873975556e-06,4.7309262939966286e-05,59.99999996776947
24,N7,7.143386752375977e-07,8.536608978226137e-07,6.576036041836594e-05,59.999999921361564
24,N8,6.943936986216945e-07,8.883099582840004e-07,6.568826488761504e-05,59.9999999554968
24,N9,6.356470483292975e-07,1.0256535160739364e-06,6.50358804241359e-05,59.9999999622402
