hour,node,lambda_reference_eur_per_mwh
17,N1,60.00000010726963
17,N2,60.0000002909748
17,N3,60.000000091397354
17,N4,60.000000158199896
17,N5,60.000000299944524
17,N6,60.00000010837911
17,N7,60.0000002909748
17,N8,60.00000008005901
17,N9,60.000000091397354
18,N1,67.1499997977522
18,N2,67.15000017721825
18,N3,67.14999992393888
18,N4,67.14999990829044
18,N5,67.15000023716532
18,N6,67.14999990727229
18,N7,67.15000017721825
18,N8,67.14999998806309
18,N9,67.14999993380059
19,N1,67.14999995753939
19,N2,67.15000086284967
19,N3,67.15000020719889
19,N4,67.15000007758177
19,N5,67.15000104483117
19,N6,67.15000013796745
19,N7,67.15000086284967
19,N8,67.1500005024959
19,N9,67.15000024934787
20,N1,67.15000031267385
20,N2,67.15000105356206
20,N3,67.15000045060552
20,N4,67.15000044377884
20,N5,67.1500011659165
20,N6,67.15000046947746
20,N7,67.15000105356206
20,N8,67.15000074961704
20,N9,67.15000050003165
21,N1,67.15000027173696
21,N2,67.15000077624887
21,N3,67.15000033040047
21,N4,67.15000040908407
21,N5,67.15000081957722
21,N6,67.15000040368903
21,N7,67.15000077624887
21,N8,67.15000061109598
21,N9,67.15000037674976
22,N1,67.15000003365505
22,N2,67.15000037698813
22,N3,67.15000010191758
22,N4,67.15000017780382
22,N5,67.15000039016375
22,N6,67.15000016888158
22,N7,67.15000037698813
22,N8,67.15000029426864
22,N9,67.15000013515584
23,N1,67.14999989858505
23,N2,67.1500001736674
23,N3,67.15000001447831
23,N4,67.15000005017446
23,N5,67.15000018240634
23,N6,67.15000005253252
23,N7,67.1500001736674
23,N8,67.15000012257218
23,N9,67.15000003476263
24,N1,67.14999983052321
24,N2,67.15000008452515
24,N3,67.14999997304426
24,N4,67.14999998610159
24,N5,67.1500000901661
24,N6,67.14999999587607
24,N7,67.15000008452515
24,N8,67.15000004774316
24,N9,67.14999998686156
