hour,node,installed_power_mw,charge_offer_mw,accepted_charge_mw,discharge_offer_mw,accepted_discharge_mw,embedded_lambda_eur_per_mwh
13,N9,37.353574265154606,37.35357364822319,37.353573031291795,19.475446042476094,9.500749546333967e-08,16.67034177023541
14,N1,1.8359681664156133e-05,9.447138577341467e-06,3.605555372553598e-06,9.147629406060244e-06,9.030509109440059e-08,60.00000045326214
14,N2,1.6084493486312822e-05,4.1307887283501363e-07,8.262394596862044e-08,8.188306806921479e-06,3.4181407116242356e-07,60.00000120440979
14,N3,37.87579979932661,12.661682457956104,12.661682265690985,19.661711891302527,6.768761279170343e-08,3.346510061787211e-07
14,N4,1.849697137175838e-05,9.477582378987213e-06,3.6461000844274565e-06,9.202325855724864e-06,9.027289958187905e-08,60.00000045616183
14,N5,1.751235026096418e-05,2.211887977048184e-06,2.4409014223574287e-07,8.784075766113999e-06,1.3771912538851805e-07,60.00000073185391
14,N6,2.8149704782038242e-05,2.76134306263124e-07,1.9565463076642656e-07,1.410885700927569e-05,5.433421924923843e-08,8.474812835164143e-07
14,N7,1.616043779089364e-05,4.503335612162713e-07,8.011715607152954e-08,8.221875839983909e-06,4.5502451183628353e-07,60.0000012044098
14,N8,100.00000084078705,100.00000061846468,100.00000039614233,40.65610252302116,7.738966759253429e-08,2.596111220696449e-08
14,N9,37.353574265154606,15.670157081172867,15.670156888907746,19.477054258078834,6.768761281573541e-08,3.343151451313967e-07
15,N1,1.8359681664156133e-05,9.434703261198613e-06,3.889749620315913e-06,9.14662246707802e-06,8.9969863596565e-08,60.000000481114434
15,N2,1.6084493486312822e-05,8.03144907995366e-06,9.498549683261347e-08,2.8488831879295586e-06,6.06573181778724e-07,100.68357282113192
15,N3,37.87579979932661,32.61912158969352,20.886946662081908,19.65888629494843,1.1613427864436179e-07,16.670341895394568
15,N4,1.849697137175838e-05,9.461716779375625e-06,3.931971575611382e-06,9.201568065727342e-06,8.993933983908527e-08,60.000000484611924
15,N5,1.751235026096418e-05,8.706290418428802e-06,2.3588377730650912e-07,8.705793330941595e-06,1.498768571920501e-07,74.05733240665816
15,N6,2.8149704782038242e-05,1.1435368741119815e-05,8.316171328002686e-06,1.4079123622829852e-05,9.461925092379326e-08,44.785005701186186
15,N7,1.616043779089364e-05,8.099627896163913e-06,8.860334629513953e-08,1.50996883838318e-06,6.206893709922581e-07,100.68357282113192
15,N8,100.00000084078705,99.55027041619716,99.17858610084396,40.65535288727799,1.3008272750385313e-07,5.628463324596961e-08
15,N9,37.353574265154606,32.11102058339833,19.632082198849144,19.474228111395973,1.161342786565558e-07,16.670341894890143
16,N1,1.8359681664156133e-05,9.43397279357803e-06,4.523089573482674e-06,9.144714248999198e-06,8.930092631094643e-08,60.00000055414447
16,N2,1.6084493486312822e-05,8.01985034560606e-06,9.51663537120419e-08,2.8527383551230486e-06,6.002101267354804e-07,100.6835721847316
16,N3,37.87579979932661,17.638056233914806,0.9532403005369317,19.656892292498284,1.1613429315611651e-07,16.67034291753554
16,N4,1.849697137175838e-05,9.451449609906527e-06,4.565640799861196e-06,9.199731691076176e-06,8.927253884736987e-08,60.000000559869505
16,N5,1.751235026096418e-05,8.709761433260701e-06,2.3715473592012443e-07,8.702467605227468e-06,1.4926895467545833e-07,74.05733223760274
16,N6,2.8149704782038242e-05,1.1840299452329963e-05,9.289950654817498e-06,1.4079281653184667e-05,9.358552810819235e-08,44.785006232285184
16,N7,1.616043779089364e-05,8.031609576081133e-06,8.865644537648904e-08,1.4870682272821422e-06,6.112243605929254e-07,100.6835721847316
16,N8,100.00000084078705,49.77056167777721,37.10807301379583,40.65320504328746,1.3008277899224823e-07,1.3714658584370194e-06
16,N9,37.353574265154606,17.59139981551589,0.9696636820748208,19.47217029040774,1.161342929447947e-07,16.670342917323392
17,N1,1.8359681664156133e-05,9.302335470507034e-06,5.798225874357245e-06,9.13050267614214e-06,8.785985443319211e-08,60.00000062978645
17,N2,1.6084493486312822e-05,1.2089862296607936e-05,1.1869246597469066e-05,8.079501522433443e-06,5.6854676575968155e-08,60.00000069792291
17,N3,37.87579979932661,19.657314388573397,1.2396522065832466e-07,19.63888781194657,6.751165462164025e-07,60.00000062389941
17,N4,1.849697137175838e-05,9.277063110480181e-06,5.808004179575154e-06,9.183155218611852e-06,8.783143395591367e-08,60.00000064867655
17,N5,1.751235026096418e-05,1.57561825768081e-05,1.461466871581049e-05,8.739750167026602e-06,8.083911962771471e-08,60.000000701249775
17,N6,2.8149704782038242e-05,1.4005373808542597e-05,3.320878183022095e-07,1.4024533218894182e-05,1.370879555504135e-07,60.000000630197974
17,N7,1.616043779089364e-05,1.2963293501739857e-05,1.2702507385229314e-05,8.092549675673256e-06,6.027554191897535e-08,60.00000069792291
17,N8,100.00000084078705,40.65550994163309,1.2307633060604235e-07,40.62471456245852,7.029140367751728e-07,60.00000061969402
17,N9,37.353574265154606,19.472771619433754,1.2396522071035882e-07,19.453639020619356,6.751165448092368e-07,60.00000062389941
18,N1,1.8359681664156133e-05,1.5112089364278502e-06,4.894698686619283e-07,9.099408615213983e-06,9.726081308396354e-08,67.15000059372913
18,N2,1.6084493486312822e-05,2.062775801041586e-06,1.6180915899395238e-06,8.10734844163988e-06,7.113816185355187e-08,67.15000073846201
18,N3,37.87579979932661,19.655772973758452,9.984703039251898e-08,16.10173674689797,3.60362946800168,67.15000064233578
18,N4,1.849697137175838e-05,1.4902779110528464e-06,4.873728142280188e-07,9.154619678389327e-06,9.714295289044574e-08,67.1500006347279
18,N5,1.751235026096418e-05,1.642114443386277e-06,6.037023175264807e-07,8.668087969414807e-06,9.270765618889566e-08,67.15000076237808
18,N6,2.8149704782038242e-05,2.4290180136166416e-06,3.008709432268351e-07,1.3977109723197694e-05,1.2638049642859838e-07,67.15000063511691
18,N7,1.616043779089364e-05,2.5112467398761383e-06,1.829594336525518e-06,8.200137462153491e-06,7.662921273201321e-08,67.15000073846201
18,N8,100.00000084078705,40.652703303214906,9.984702812900614e-08,72.42697150991562,68.53392653289104,67.15000066937321
18,N9,37.353574265154606,19.471138491663893,9.984703184456272e-08,14.772141297538896,2.409963932216481,67.15000064659891
19,N1,1.8359681664156133e-05,3.269313031821478e-07,2.2279431595943428e-07,9.118464907346447e-06,5.410827749668831e-08,67.15000079560001
19,N2,1.6084493486312822e-05,2.578302923574516e-06,2.1848389418424343e-06,8.14738744852798e-06,6.798058713999417e-08,67.15000124981164
19,N3,37.87579979932661,19.65685819994544,9.984702858903018e-08,25.37360862442041,19.565246736154695,67.15000094384872
19,N4,1.849697137175838e-05,3.267870382513975e-07,2.2277364933264752e-07,9.17320366398274e-06,5.406826430547234e-08,67.15000084012387
19,N5,1.751235026096418e-05,3.321338079823089e-07,2.286556600722898e-07,8.686924870695448e-06,5.336097906405083e-08,67.15000135438794
19,N6,2.8149704782038242e-05,3.522370782564523e-07,2.2470253521825414e-07,1.3999143754699213e-05,6.194932288858168e-08,67.15000088322815
19,N7,1.616043779089364e-05,3.3227320699717676e-06,2.713477204037803e-06,8.268139551870947e-06,7.377325677245165e-08,67.15000124981164
19,N8,100.00000084078705,40.65395760785239,9.984702590500084e-08,54.06712434792724,51.198669373976536,67.15000110927025
19,N9,37.353574265154606,19.47219188518108,9.984702952109988e-08,17.9057575504641,7.172595481072564,67.15000096297132
20,N1,1.8359681664156133e-05,9.18793428954361e-06,3.5090699714166264e-09,1.7323135433774896e-05,1.7315240115258002e-05,500.0000031160992
20,N2,1.6084493486312822e-05,8.029402299493122e-06,1.2084301021070457e-09,1.5157197586497979e-05,1.5153538997874464e-05,500.00000361232577
20,N3,37.87579979932661,19.663367743722265,-2.7260055905220624e-09,3.8280244536196397,3.828024455829808,500.0000032397123
20,N4,1.849697137175838e-05,9.244689473934605e-06,3.512530618760374e-09,1.745210343770489e-05,1.7444201294478794e-05,500.00000316793347
20,N5,1.751235026096418e-05,8.750432482774413e-06,3.5031509826502545e-09,1.650952906381334e-05,1.6501644524114987e-05,500.00000369788944
20,N6,2.8149704782038242e-05,1.4048327417698277e-05,3.5650313612776523e-09,2.654731584653565e-05,2.6539315615830926e-05,500.00000320275365
20,N7,1.616043779089364e-05,8.059461716195662e-06,1.6879911482978834e-09,1.5232137348773538e-05,1.5227652117324645e-05,500.0000036124282
20,N8,100.00000084078705,40.66048839585831,-2.726005609466689e-09,38.112771653050004,38.112771655260175,500.0000035118812
20,N9,37.353574265154606,19.47871582151364,-2.726005589251352e-09,14.317839633400215,14.317839635610385,500.00000326154145
21,N1,1.8359681664156133e-05,9.191080759569195e-06,3.509076850854697e-09,1.7322992232320187e-05,1.7315096913806844e-05,500.00000147292195
21,N2,1.6084493486312822e-05,8.063491080519776e-06,1.208495403344598e-09,1.515663009920364e-05,1.5152971512279658e-05,500.0000017477086
21,N3,37.87579979932661,19.657449763104406,-2.726005548026622e-09,1.650297323103838,1.6502973253140063,500.00000145454993
21,N4,1.849697137175838e-05,9.25052988636297e-06,3.5125431815739395e-09,1.745187895382136e-05,1.7443976810770778e-05,500.0000015256795
21,N5,1.751235026096418e-05,8.754884305086298e-06,3.503161792142951e-09,1.650961107931475e-05,1.65017265391269e-05,500.0000017406807
21,N6,2.8149704782038242e-05,1.404651524637961e-05,3.5650300243143897e-09,2.6548261908433e-05,2.654026167648901e-05,500.0000015102685
21,N7,1.616043779089364e-05,8.058672880092175e-06,1.6879886480654647e-09,1.5230894807031717e-05,1.5226409578209e-05,500.00000174775226
21,N8,100.00000084078705,40.65419516914177,-2.726005575377526e-09,16.747427026701523,16.74742702891169,500.00000170620297
21,N9,37.353574265154606,19.472731130255152,-2.7260055553491235e-09,8.262161413810663,8.262161416020833,500.0000014758724
22,N1,1.8359681664156133e-05,3.4042081033694235e-07,2.3668855204200434e-07,9.098328432172638e-06,5.2851139872715836e-08,67.1500006865691
22,N2,1.6084493486312822e-05,5.057778309666285e-06,3.111676351966748e-06,7.967747761844459e-06,8.314708281644574e-08,67.15000081643606
22,N3,37.87579979932661,19.65084759648082,9.984702981440505e-08,16.987748691146397,8.107417982871569,67.15000070961227
22,N4,1.849697137175838e-05,3.408947910858146e-07,2.3725681366680202e-07,9.131471237300044e-06,5.277699167215294e-08,67.15000074003405
22,N5,1.751235026096418e-05,3.427953257451124e-07,2.3921405777923403e-07,8.704574298596824e-06,5.25945307629032e-08,67.15000082046892
22,N6,2.8149704782038242e-05,3.588036547840544e-07,2.451472343771123e-07,1.4104393659602243e-05,5.570576980804029e-08,67.15000073615263
22,N7,1.616043779089364e-05,6.876837570406612e-06,3.818491803081565e-06,8.06927520535898e-06,8.442866132333796e-08,67.15000081643606
22,N8,100.00000084078705,40.647311223239754,9.984702921767665e-08,35.12952003773163,12.840517492428669,67.15000078644518
22,N9,37.353574265154606,19.466273579083598,9.984703087728458e-08,19.650704474933526,3.970694859813001,67.15000072263963
23,N1,1.8359681664156133e-05,8.763967373691137e-06,2.0311223915121537e-06,8.995960266077298e-06,8.870116661289413e-08,67.15000062675472
23,N2,1.6084493486312822e-05,6.935567315703948e-06,2.8466659923975457e-06,8.020501935371704e-06,8.619228185963307e-08,67.15000072925245
23,N3,37.87579979932661,19.650744066323625,9.984703068519188e-08,15.37058423412301,4.34234584466219,67.1500006691361
23,N4,1.849697137175838e-05,1.422588398567332e-05,1.9679823479492674e-06,8.963557051104617e-06,8.831654365707367e-08,67.1500006829794
23,N5,1.751235026096418e-05,6.649772575883461e-06,2.3359111621980367e-06,8.77273264123156e-06,8.728461373771293e-08,67.15000073234553
23,N6,2.8149704782038242e-05,1.750031429617027e-05,1.1257580230344698e-06,1.4433189830989622e-05,9.45143414970956e-08,67.15000068372763
23,N7,1.616043779089364e-05,7.346893742957609e-06,2.61489648206578e-06,8.05006470275599e-06,8.687719406911428e-08,67.15000072925245
23,N8,100.00000084078705,40.64713794815808,9.984702986725793e-08,33.80435832650611,8.694188971788936,67.15000071045607
23,N9,37.353574265154606,19.46615675852541,9.984703115383237e-08,19.494231434375607,3.6584929025006883,67.15000067694153
24,N1,1.8359681664156133e-05,9.052047799950051e-06,1.1073815448226172e-06,9.248923871187586e-06,9.392518525257741e-08,67.15000060080087
24,N2,1.6084493486312822e-05,7.431438019810821e-06,2.274810159532217e-06,8.011931140835148e-06,8.767104890209391e-08,67.15000069521102
24,N3,37.87579979932661,19.65076802472642,9.984703167030924e-08,14.647532972039224,2.9076397953120368,67.15000065332654
24,N4,1.849697137175838e-05,9.122498995817572e-06,1.1329917749364242e-06,9.278068163546149e-06,9.366277053335544e-08,67.15000065850506
