hour,node,installed_power_mw,charge_offer_mw,accepted_charge_mw,discharge_offer_mw,accepted_discharge_mw,embedded_lambda_eur_per_mwh
2,N7,4.1813121990424545e-05,2.0740898127293512e-05,9.141246021702753e-07,2.089572559801281e-05,9.796170544686663e-08,67.15000061871447
2,N8,100.0000008407871,53.67181277357327,9.983460853079128e-08,52.45052084186443,14.181843394343938,67.15000061151903
2,N9,37.67526036702906,19.360381136207373,9.983461046203088e-08,19.333629904614963,3.0739393616914334,67.15000059863998
3,N1,6.366316122113936e-05,3.184543532820889e-05,1.6288359690391778e-07,3.1829063518296725e-05,2.492317158373318e-07,67.15000041748692
3,N2,4.181412122871368e-05,2.074310207572675e-05,9.141027436985339e-07,2.0895430131736312e-05,9.796213392678704e-08,67.15000056733274
3,N3,37.554062060049105,19.296564927909582,9.983461066532002e-08,19.230352241257176,2.9296054609276987,67.15000054953494
3,N4,6.366316085515786e-05,3.184543499588943e-05,1.628835960716753e-07,3.182906317837135e-05,2.4923171744948105e-07,67.15000053516029
3,N5,6.298858609109836e-05,3.1497086720321184e-05,2.4041071991427453e-07,3.150077805252376e-05,1.5941114705082613e-07,67.1500005674974
3,N6,5.8980562290076745e-05,2.9452082594148902e-05,1.1059157266862557e-07,2.90595942286732e-05,9.885683812879403e-07,67.15000054664237
3,N7,4.1813121990424545e-05,2.0742401723630468e-05,9.139237518306733e-07,2.0894791498163475e-05,9.796487641001468e-08,67.15000056733274
3,N8,100.0000008407871,53.671812756175406,9.983460877746292e-08,52.278292815608594,11.2447727984935,67.15000056170904
3,N9,37.67526036702906,19.360381118271295,9.983461066382126e-08,19.290984259326606,2.932868543343167,67.15000055076271
4,N1,6.366316122113936e-05,3.184547541346403e-05,1.6288202913060847e-07,3.182901605468297e-05,2.492357394743261e-07,67.15000034851175
4,N2,4.181412122871368e-05,2.074322375001713e-05,9.145733994270973e-07,2.0895111924622916e-05,9.795477888011974e-08,67.15000051103091
4,N3,37.554062060049105,19.296564920079664,9.983461085122598e-08,19.185564801993987,2.8162011923959454,67.15000049530457
4,N4,6.366316085515786e-05,3.18454750811062e-05,1.628820281424075e-07,3.182901571488161e-05,2.492357414372473e-07,67.15000047901391
4,N5,6.298858609109836e-05,3.149744233299466e-05,2.40401118188575e-07,3.150038149319412e-05,1.594161785546708e-07,67.15000051084476
4,N6,5.8980562290076745e-05,2.945290356273137e-05,1.1057587207224885e-07,2.905509911565863e-05,9.897881315131244e-07,67.15000049138408
4,N7,4.1813121990424545e-05,2.0742520556370252e-05,9.143941394268852e-07,2.089447903804943e-05,9.795752243844797e-08,67.15000051103091
4,N8,100.0000008407871,53.67181274788026,9.983460904981421e-08,52.14180071834211,9.096045523860807,67.15000050623883
4,N9,37.67526036702906,19.360381109808692,9.983461085441914e-08,19.24701165388552,2.815023618519652,67.1500004961845
5,N1,6.366316122113936e-05,3.184556161222451e-05,1.6287892856384317e-07,3.182891384239371e-05,2.4924369657646965e-07,67.15000043840718
5,N2,4.181412122871368e-05,2.0741957695846444e-05,9.157189592281886e-07,2.0895427470578323e-05,9.793688269017758e-08,67.15000058882563
5,N3,37.554062060049105,19.29656492746645,9.98346102883023e-08,19.232083874254872,3.245183563860228,67.15000056944503
5,N4,6.366316085515786e-05,3.184556127931302e-05,1.628789277314219e-07,3.182891350387347e-05,2.4924369818941647e-07,67.15000055608054
5,N5,6.298858609109836e-05,3.149785418683126e-05,2.403930896256493e-07,3.149992080339378e-05,1.5942038678950097e-07,67.15000058933701
5,N6,5.8980562290076745e-05,2.9454656489288488e-05,1.1055290911033869e-07,2.904734265641072e-05,9.91576905351258e-07,67.1500005671055
5,N7,4.1813121990424545e-05,2.07412486312953e-05,9.155390451773108e-07,2.089480118876738e-05,9.79396286074209e-08,67.15000058882563
5,N8,100.0000008407871,53.671812755991425,9.983460860719276e-08,52.0241458652344,13.24049157389704,67.15000058252434
5,N9,37.67526036702906,19.36038111774875,9.983461029192541e-08,19.29334517190436,3.24465375305644,67.15000057089765
6,N1,6.366316122113936e-05,3.184569636023222e-05,1.628742972063804e-07,3.182875406699045e-05,2.4925558377486284e-07,67.1500005379405
6,N2,4.181412122871368e-05,2.0739253221641537e-05,9.175475324516662e-07,2.0896415401351173e-05,9.790840669876074e-08,67.15000066511737
6,N3,37.554062060049105,19.296564945633275,9.983460971032596e-08,19.299701706936606,3.8468706030081194,67.15000063296475
6,N4,6.366316085515786e-05,3.184569602619915e-05,1.6287429670327965e-07,3.182875373160054e-05,2.4925558464769705e-07,67.15000062849705
6,N5,6.298858609109836e-05,3.1498321445356155e-05,2.4038663732662583e-07,3.149939693583643e-05,1.5942377010835777e-07,67.15000066747251
6,N6,5.8980562290076745e-05,2.9457528167554942e-05,1.1052264683552095e-07,2.9035737194769858e-05,9.939435418203042e-07,67.15000063576535
6,N7,4.1813121990424545e-05,2.0738537052569273e-05,9.173665762810527e-07,2.089579658958735e-05,9.791115628049887e-08,67.15000066511737
6,N8,100.0000008407871,53.67181277470159,9.983460817988882e-08,53.03787323359316,21.851115261606235,67.15000065411367
6,N9,37.67526036702906,19.360381137203102,9.983460970802763e-08,19.362958207559274,3.855175971520584,67.15000063640736
7,N1,6.366316122113936e-05,3.184588347438622e-05,1.6286813561994666e-07,3.1828532319124626e-05,2.4927140149849557e-07,67.15000060869698
7,N2,4.181412122871368e-05,2.0735009768047804e-05,9.200720537693545e-07,2.0898145152821422e-05,9.786929022228559e-08,67.15000072767735
7,N3,37.554062060049105,19.296564959499577,9.983460921373981e-08,19.34794714336285,4.588573598368525,67.15000066334477
7,N4,6.366316085515786e-05,3.184588313863273e-05,1.628681354289773e-07,3.1828531988742515e-05,2.492714016698231e-07,67.1500006735429
7,N5,6.298858609109836e-05,3.1498842014059804e-05,2.403817610727836e-07,3.1498812271911186e-05,1.5942632843555282e-07,67.1500007342571
7,N6,5.8980562290076745e-05,2.9461815618689806e-05,1.1048503588362653e-07,2.9019208399027433e-05,9.968994107180077e-07,67.15000067508524
7,N7,4.1813121990424545e-05,2.0734285279998207e-05,9.198896553211189e-07,2.089753477035684e-05,9.78720448116133e-08,67.15000072767735
7,N8,100.0000008407871,53.67181278915734,9.983460787154683e-08,56.43260428604747,33.19348412440779,67.15000070396647
7,N9,37.67526036702906,19.36038115203677,9.983460919568422e-08,19.417290322352716,4.6249169221932,67.15000067093649
8,N1,6.366316122113936e-05,3.184612828851223e-05,1.6286044406217588e-07,3.1828242443754005e-05,2.4929115141772417e-07,67.15000062886313
8,N2,4.181412122871368e-05,2.0729060456346517e-05,9.233105425609825e-07,2.0900724594835816e-05,9.781944939547967e-08,67.15000076566926
8,N3,37.554062060049105,19.296564959419765,9.983460865178709e-08,19.39205395447503,5.844655004420821,67.15000067025534
8,N4,6.366316085515786e-05,3.184612795055843e-05,1.628604440508795e-07,3.182824211857293e-05,2.492911511852549e-07,67.15000067889255
8,N5,6.298858609109836e-05,3.1499412371627443e-05,2.4037846036153797e-07,3.149817082257454e-05,1.594280618781016e-07,67.15000078220845
8,N6,5.8980562290076745e-05,2.9467962155902444e-05,1.1044001519066308e-07,2.8995795221157068e-05,1.0004577903532786e-06,67.15000067911706
8,N7,4.1813121990424545e-05,2.0728328142581025e-05,9.231262897426885e-07,2.090012388379534e-05,9.782221039190226e-08,67.15000076566926
8,N8,100.0000008407871,53.67181278898142,9.983460769929229e-08,57.609541051888215,39.09857926538409,67.15000071845819
8,N9,37.67526036702906,19.36038115163584,9.983460863107066e-08,19.467737489206662,5.9060417275607024,67.15000067937518
9,N1,6.366316122113936e-05,3.184643783203728e-05,1.6285122274628986e-07,3.182787630903823e-05,2.493148358566864e-07,67.15000059096778
9,N2,4.181412122871368e-05,2.072116948234601e-05,9.272864974606598e-07,2.09043110530062e-05,9.775877605054573e-08,67.15000072209763
9,N3,37.554062060049105,19.296564952169476,9.98346078231378e-08,19.19363025147381,8.85296813031899,67.15000063473977
9,N4,6.366316085515786e-05,3.184643749130419e-05,1.6285122285185568e-07,3.1827875988878e-05,2.4931483536148763e-07,67.15000063134428
9,N5,6.298858609109836e-05,3.15000273401612e-05,2.403767363269162e-07,3.149747847886613e-05,1.5942896984835645e-07,67.15000074227937
9,N6,5.8980562290076745e-05,2.9476625276949304e-05,1.103875128760196e-07,2.8961980950869487e-05,1.0046327556409191e-06,67.15000063020977
9,N7,4.1813121990424545e-05,2.072041569160241e-05,9.27099913245801e-07,2.0903721703737563e-05,9.776154492931342e-08,67.15000072209763
9,N8,100.0000008407871,53.671812780942055,9.983460772607033e-08,50.76197970496656,33.769700728135234,67.15000065754477
9,N9,37.67526036702906,19.36038114320799,9.983460782764431e-08,19.250746655036913,8.853661336798137,67.15000063846858
10,N1,6.366316122113936e-05,3.181717549276002e-05,3.3739761325487906e-07,3.184778606845665e-05,1.3786087906914457e-07,60.00000066938023
10,N2,4.181412122871368e-05,3.9196463061398466e-05,3.8686193205198776e-05,2.091265768906801e-05,7.201135302145826e-08,60.00000074686138
10,N3,37.554062060049105,19.296564804455624,1.2394996998879774e-07,19.2965643512714,6.75042124677449e-07,60.000000678183206
10,N4,6.366316085515786e-05,3.181717513762994e-05,3.373976145243649e-07,3.184778574242282e-05,1.3786087875467787e-07,60.000000692514234
10,N5,6.298858609109836e-05,3.122854788265327e-05,9.083320950290584e-07,3.1503865057037124e-05,1.0351504273010892e-07,60.00000075425265
10,N6,5.8980562290076745e-05,2.948177590110165e-05,1.7506880532080962e-07,2.9517542236551855e-05,2.473033180295893e-07,60.00000067907029
10,N7,4.1813121990424545e-05,3.9195027611923246e-05,3.86847008356394e-05,2.0912083431885413e-05,7.201296448293775e-08,60.00000074686138
10,N8,100.0000008407871,53.67181262566309,1.230612385044238e-07,53.67181211660356,7.028348696744988e-07,60.00000067749046
10,N9,37.67526036702906,19.36038098544214,1.23949970006266e-07,19.36038044184715,6.750421243188582e-07,60.000000678183206
11,N1,6.366316122113936e-05,3.181749030760549e-05,3.3736334431157467e-07,3.184745550988587e-05,1.378679675161232e-07,60.00000058125404
11,N2,4.181412122871368e-05,2.105729322027015e-05,8.335366847197363e-08,1.2266030351370748e-05,9.525172579373148e-06,100.6835707568495
11,N3,37.554062060049105,17.114926708857258,1.806955950536541,19.29656451855768,1.1612081194564732e-07,16.6703445184081
11,N4,6.366316085515786e-05,3.18174899403495e-05,3.3736334645109974e-07,3.184745518469608e-05,1.3786796704358184e-07,60.00000058870235
11,N5,6.298858609109836e-05,3.153803688518852e-05,1.6260300398545552e-07,3.144232183952602e-05,2.337514390665881e-07,74.05733176608474
11,N6,5.8980562290076745e-05,4.605512966971269e-06,1.506937078048401e-06,2.955440846928913e-05,1.0140005257812426e-07,44.78500682332947
11,N7,4.1813121990424545e-05,2.105599593663031e-05,8.333495602163403e-08,1.2240056668657419e-05,9.51823492608991e-06,100.6835707568495
11,N8,100.0000008407871,49.837857007286836,17.387747526782093,53.67181208723868,1.3006828876791595e-07,3.5717490378006544e-06
11,N9,37.67526036702906,17.21718710833811,1.8019679770156132,19.360380668425837,1.1612081199674291e-07,16.67034451825683
12,N1,6.366316122113936e-05,3.181771614577788e-05,3.3733822325251284e-07,3.184721904317681e-05,1.378731650074125e-07,60.000000558275936
12,N2,4.181412122871368e-05,2.103564518148401e-05,8.398955429335649e-08,1.1671874804946445e-05,8.285098965486122e-06,100.68357302030337
12,N3,37.554062060049105,6.928577047364646,4.759434348514351,19.296564946178233,1.1612080140395457e-07,16.67034196161403
12,N4,6.366316085515786e-05,3.181771578814814e-05,3.3733822532587575e-07,3.1847218716890555e-05,1.3787316454707771e-07,60.00000056309131
12,N5,6.298858609109836e-05,3.153794446100745e-05,1.6261166193498635e-07,3.144243892702606e-05,2.3373169366282945e-07,74.057332529325
12,N6,5.8980562290076745e-05,4.365359239636593e-06,1.5588265199339603e-06,2.9551403917135066e-05,1.0144957989749151e-07,44.78500584922971
12,N7,4.1813121990424545e-05,2.1034234167709595e-05,8.397099037602787e-08,1.164068155444544e-05,8.282494025798566e-06,100.68357302030337
12,N8,100.0000008407871,98.58968648871026,98.0030111048643,53.6718127771429,1.3006825535376185e-07,7.718628541409424e-08
12,N9,37.67526036702906,6.946233391556988,4.75741979138284,19.360381140378557,1.1612080147875556e-07,16.67034196147
13,N1,6.366316122113936e-05,3.181785912199386e-05,3.37322247738102e-07,3.18470698492064e-05,1.3787647090539e-07,60.0000005280191
13,N2,4.181412122871368e-05,2.1025017247675245e-05,7.261529166660688e-08,4.113438940254975e-05,4.054440261741007e-05,100.68357287430088
13,N3,37.554062060049105,37.5540614431186,37.55406082618821,19.296565101157782,9.499812824956071e-08,16.6703418878496
13,N4,6.366316085515786e-05,3.1817858829709136e-05,3.373222499506457e-07,3.184706951135906e-05,1.3787647042159913e-07,60.000000531684854
13,N5,6.298858609109836e-05,3.153099829316255e-05,1.4846433764379174e-07,3.146014914687822e-05,2.688850987883882e-07,74.05733245659366
13,N6,5.8980562290076745e-05,1.332240507823829e-05,1.0611566387638562e-05,2.9542476617704494e-05,9.49360815699547e-08,44.78500569508976
13,N7,4.1813121990424545e-05,2.1023876925750465e-05,7.260110883165468e-08,4.1133398021898915e-05,4.0544262392544985e-05,100.68357287430088
13,N8,100.0000008407871,100.00000039804254,99.9999999552982,53.671812792013284,9.697330351692417e-08,4.456876956978924e-08
13,N9,37.67526036702906,37.67525975009855,37.67525913316816,19.36038130839641,9.499812831729648e-08,16.67034188697596
14,N1,6.366316122113936e-05,3.181792328932071e-05,3.373154171618285e-07,3.184700358705854e-05,1.378778846499125e-07,60.000000452088344
14,N2,4.181412122871368e-05,4.3309456538369927e-07,7.515477837146733e-08,2.1216337031517584e-05,6.875263662329121e-07,60.00000120286001
14,N3,37.554062060049105,14.153683073473337,14.153682881239583,19.29656537969249,6.767787394814282e-08,3.349436627141351e-07
14,N4,6.366316085515786e-05,3.181792299434138e-05,3.373154194311631e-07,3.1847003253235756e-05,1.3787788415582226e-07,60.00000045498757
14,N5,6.298858609109836e-05,3.0834522631454474e-05,1.8034371065392256e-07,3.155508630653681e-05,2.0536756848433146e-07,60.00000073054722
14,N6,5.8980562290076745e-05,2.439243052313765e-07,1.6631430365134671e-07,2.957301096601925e-05,5.668008457414444e-08,8.474753202313613e-07
14,N7,4.1813121990424545e-05,4.3305659480450376e-07,7.513868047169732e-08,2.1216543362128594e-05,6.886707999364607e-07,60.000001202860005
14,N8,100.0000008407871,100.00000061846472,100.00000039614243,53.671812815243655,7.738402230746759e-08,2.6368145731107834e-08
14,N9,37.67526036702906,14.177996333918566,14.177996141684813,19.36038161700052,6.76778739856017e-08,3.3456821214694633e-07
15,N1,6.366316122113936e-05,3.1817910346429956e-05,3.3731772041810594e-07,3.184701837913731e-05,1.3787740796609564e-07,60.00000048343981
15,N2,4.181412122871368e-05,2.1033658932354732e-05,8.374651732304635e-08,1.1753413223355628e-05,8.659659578819643e-06,100.68357283274658
15,N3,37.554062060049105,23.11836929409566,20.6984034457594,19.29656500939051,1.1612079982146676e-07,16.670341903448243
15,N4,6.366316085515786e-05,3.1817910019834855e-05,3.37317722689504e-07,3.184701804831518e-05,1.3787740747071098e-07,60.00000048697443
15,N5,6.298858609109836e-05,3.1537743268570945e-05,1.6262890406030903e-07,3.14426955335063e-05,2.3369237819201098e-07,74.05733241221488
15,N6,5.8980562290076745e-05,4.2955658444924855e-06,1.49554713727818e-06,2.955388659124707e-05,1.0142048823752036e-07,44.78500571546012
15,N7,4.1813121990424545e-05,2.1032762195148662e-05,8.37285333809195e-08,1.1735141632282762e-05,8.663015058545468e-06,100.68357283274658
15,N8,100.0000008407871,98.99053209555223,98.48551881494063,53.671812824927486,1.3006824985539827e-07,6.011778300685447e-08
15,N9,37.67526036702906,23.216347708956228,20.78032565426075,19.360381209131386,1.1612079993215091e-07,16.67034190290579
16,N1,6.366316122113936e-05,3.181781993184341e-05,3.373291637347625e-07,3.18471146336908e-05,1.3787503982177984e-07,60.00000055031974
16,N2,4.181412122871368e-05,2.105785732872884e-05,8.313595015457068e-08,1.2360793599004436e-05,9.804790720938145e-06,100.68357294876094
16,N3,37.554062060049105,2.13801091542503,1.2711869087873744,19.29656495644293,1.1612079808413109e-07,16.670342091248926
16,N4,6.366316085515786e-05,3.181781955437575e-05,3.373291657927065e-07,3.1847114309969776e-05,1.3787503936357462e-07,60.000000555922774
16,N5,6.298858609109836e-05,3.1537305969861263e-05,1.6263217007022684e-07,3.144322950847112e-05,2.336849305430229e-07,74.05733249901067
16,N6,5.8980562290076745e-05,4.618077642255846e-06,1.5025201315829352e-06,2.9554714943352772e-05,1.0137622171053248e-07,44.785005937272004
16,N7,4.1813121990424545e-05,2.105719500615592e-05,8.311833463008758e-08,1.2346205818714472e-05,9.805077680701934e-06,100.68357294876094
16,N8,100.0000008407871,37.66589204168604,36.632873809123176,53.671812783662006,1.3006826992368987e-07,2.317079332847361e-07
16,N9,37.67526036702906,2.2427721380307846,1.3097264049234543,19.360381147865024,1.1612079883028795e-07,16.67034209120513
17,N1,6.366316122113936e-05,3.181764919807239e-05,3.3734975005658644e-07,3.184729529460663e-05,1.378707801597939e-07,60.000000615196825
17,N2,4.181412122871368e-05,3.916383753324189e-05,3.865730076678571e-05,2.0932617791688146e-05,7.190526029497045e-08,60.000000683322746
17,N3,37.554062060049105,19.296564992542695,1.2394997014064277e-07,19.296564002313435,6.750421220030535e-07,60.00000060931072
17,N4,6.366316085515786e-05,3.181764884201124e-05,3.373497515330947e-07,3.184729496838891e-05,1.3787077980768376e-07,60.000000634084
17,N5,6.298858609109836e-05,3.1225930326853816e-05,9.094822279988928e-07,3.150532048870219e-05,1.0349472164630952e-07,60.000000686649116
17,N6,5.8980562290076745e-05,2.948538404381752e-05,1.751135849005193e-07,2.9513360190807837e-05,2.4720459477556267e-07,60.00000061560828
17,N7,4.1813121990424545e-05,3.916238071151339e-05,3.8655787204015225e-05,2.093191805392038e-05,7.19068839937983e-08,60.000000683322746
17,N8,100.0000008407871,53.67181291204492,1.2306123889253408e-07,53.67181141052413,7.028348590758677e-07,60.00000060510597
17,N9,37.67526036702906,19.360381191312417,1.2394997011588514e-07,19.3603800752878,6.750421229050612e-07,60.00000060931072
18,N1,6.366316122113936e-05,3.1847016283498064e-05,1.6283598264481323e-07,3.182718901501108e-05,2.4935399373382845e-07,67.15000052767893
18,N2,4.181412122871368e-05,2.0679329053534803e-05,9.394909543636179e-07,2.092443331102887e-05,9.757559188882141e-08,67.15000073823248
18,N3,37.554062060049105,19.296564977707945,9.983460754692539e-08,17.572801564137986,9.385043941797495,67.15000063223509
18,N4,6.366316085515786e-05,3.184701594503815e-05,1.6283598253543693e-07,3.182718868404925e-05,2.4935399372161815e-07,67.15000058573696
18,N5,6.298858609109836e-05,3.1498079364618646e-05,2.4048831646878857e-07,3.149962829153864e-05,1.5937054074249013e-07,67.15000078243895
18,N6,5.8980562290076745e-05,2.9484171989182195e-05,1.1040102572007913e-07,2.894371113658258e-05,1.0035261497663066e-06,67.15000060025473
18,N7,4.1813121990424545e-05,2.0678609920670807e-05,9.392973282665252e-07,2.092373945822334e-05,9.757838028766827e-08,67.15000073823248
18,N8,100.0000008407871,53.67181282202761,9.983460740965368e-08,28.522675354217736,20.046567410959618,67.15000067115238
18,N9,37.67526036702906,19.3603811708174,9.983460762149371e-08,18.12440122911883,9.284909865140015,67.15000063577723
19,N1,6.366316122113936e-05,3.1779325269389875e-05,2.628539663615377e-07,3.185747353084061e-05,1.5731711190275364e-07,60.00000116668616
19,N2,4.181412122871368e-05,2.0978498935611076e-05,3.9742418572459927e-07,2.0912900945458804e-05,1.1671271344758371e-07,71.86572578143601
19,N3,37.554062060049105,19.29656496447856,9.983460817156892e-08,17.99065738092724,7.06398947613139,67.15000071834194
19,N4,6.366316085515786e-05,3.177932492355635e-05,2.628539659429162e-07,3.1857473204610326e-05,1.573171119524107e-07,60.00000122420074
19,N5,6.298858609109836e-05,3.153530323866985e-05,1.393972701163305e-07,3.1407398593902065e-05,3.0220859600612044e-07,76.25942779676048
19,N6,5.8980562290076745e-05,2.9468952839442313e-05,1.3437832291005608e-07,2.9534891621868235e-05,4.128431370702632e-07,62.51068807552298
19,N7,4.1813121990424545e-05,2.097779698198442e-05,3.973886838955342e-07,2.091221235981581e-05,1.1671656773192365e-07,71.86572578143601
19,N8,100.0000008407871,53.67181286842162,9.080081083828633e-08,40.08722227802366,40.08722106246845,69.90084033118964
19,N9,37.67526036702906,19.360381157114503,9.983460818603296e-08,18.556002563205553,7.092936091284778,67.15000073509422
20,N1,6.366316122113936e-05,3.181697563940874e-05,3.374307992472498e-07,3.184800230958795e-05,1.3785401630110294e-07,60.0000017507111
20,N2,4.181412122871368e-05,2.1023742845407167e-05,6.000170560666696e-10,6.895574724918757e-07,6.878582542294782e-07,381.10104439636035
20,N3,37.554062060049105,19.29656679919849,5.586579294398952e-09,4.74855577372917e-06,4.740460701707909e-06,253.48775021953617
20,N4,6.366316085515786e-05,3.181697529191593e-05,3.3743079846786755e-07,3.184800199043542e-05,1.378540163582517e-07,60.00000181913426
20,N5,6.298858609109836e-05,3.1555269251988684e-05,-2.474887011422936e-09,1.3675867603500043e-06,1.3695059986583436e-06,500.0000043328366
20,N6,5.8980562290076745e-05,2.949085800566704e-05,2.8843493975895716e-08,1.235056181668319e-06,1.187327503302314e-06,127.94226462747045
20,N7,4.1813121990424545e-05,2.1023054693686414e-05,5.999931174550313e-10,6.89410074517938e-07,6.87710930605352e-07,381.10104439636035
20,N8,100.0000008407871,53.671815318261814,1.5664345597754819e-09,22.37730291199882,22.377302909070984,327.9288386534321
20,N9,37.67526036702906,19.360383188966445,5.586579293231171e-09,4.745320200605296e-06,4.737225175579652e-06,253.48775024529846
21,N1,6.366316122113936e-05,3.1846296221425054e-05,1.6285783895417783e-07,3.182804172891531e-05,2.4929784146801624e-07,67.150000612793
21,N2,4.181412122871368e-05,2.0708066840472812e-05,9.271953302962602e-07,2.0911365604231172e-05,9.775981816344839e-08,67.15000092783795
21,N3,37.554062060049105,19.296564913108746,9.9834609129315e-08,18.24738439788115,4.628149118192354,67.15000072082587
21,N4,6.366316085515786e-05,3.184629588821433e-05,1.6285783859988346e-07,3.1828041393107143e-05,2.4929784200666683e-07,67.15000069108412
21,N5,6.298858609109836e-05,3.1495954881857784e-05,2.405158519749216e-07,3.1502007767989395e-05,1.593561200865429e-07,67.15000097628031
21,N6,5.8980562290076745e-05,2.9466005272413767e-05,1.1052791739300206e-07,2.901930025798114e-05,9.935153982287045e-07,67.1500007097782
21,N7,4.1813121990424545e-05,2.0707289411573306e-05,9.270086750101495e-07,2.091069293892276e-05,9.776258407756462e-08,67.15000092783795
21,N8,100.0000008407871,53.671812672006425,9.983460740766224e-08,57.090059855520344,43.19619659001436,67.15000086330681
21,N9,37.67526036702906,19.360381100973605,9.983460910851247e-08,18.680458468939857,4.697316537333697,67.15000073761176
22,N1,6.366316122113936e-05,3.18460313569239e-05,1.628654541829005e-07,3.182835540725164e-05,2.4927828591350634e-07,67.15000060544926
22,N2,4.181412122871368e-05,2.071769928784584e-05,9.235040251338525e-07,2.0907378790624008e-05,9.781622426162958e-08,67.1500007741422
22,N3,37.554062060049105,19.2965649115741,9.983460959851806e-08,18.532067508848964,3.9208993637658276,67.15000067823779
22,N4,6.366316085515786e-05,3.184603102330028e-05,1.628654537593717e-07,3.182835507157977e-05,2.492782866076588e-07,67.15000068945196
22,N5,6.298858609109836e-05,3.14959960203624e-05,2.40496766477961e-07,3.150196957111165e-05,1.5936610234832618e-07,67.15000078515334
22,N6,5.8980562290076745e-05,2.9461229373726912e-05,1.1055565866167778e-07,2.9034580684480684e-05,9.913514305110888e-07,67.15000069193187
22,N7,4.1813121990424545e-05,2.071696016911987e-05,9.23319606945712e-07,2.090671280664405e-05,9.781898338085738e-08,67.1500007741422
22,N8,100.0000008407871,53.67181266759986,9.983460781697304e-08,51.94640022831861,32.2877694400437,67.15000074454137
22,N9,37.67526036702906,19.36038109909942,9.983460957814109e-08,18.836290156973025,3.962651278211471,67.15000068894865
23,N1,6.366316122113936e-05,3.184582839358072e-05,1.6287153924542083e-07,3.182859609288936e-05,2.49262663223306e-07,67.15000057114192
23,N2,4.181412122871368e-05,2.0725053377668587e-05,9.205424615891984e-07,2.0904227536324046e-05,9.786182640650786e-08,67.15000071200622
23,N3,37.554062060049105,19.296564908476714,9.983460989063266e-08,18.580656227997093,3.5785018856387554,67.15000065753887
23,N4,6.366316085515786e-05,3.184582805974048e-05,1.6287153874238904e-07,3.1828595757458774e-05,2.4926266409607024e-07,67.15000066169847
23,N5,6.298858609109836e-05,3.149607155104839e-05,2.4047926204795156e-07,3.1501891993513715e-05,1.5937526030217347e-07,67.15000071716942
23,N6,5.8980562290076745e-05,2.9457900110164524e-05,1.1057611838698647e-07,2.9045184795921875e-05,9.897611629630049e-07,67.15000066595857
23,N7,4.1813121990424545e-05,2.0724334477492497e-05,9.203597898530034e-07,2.0903566874633724e-05,9.786458012400338e-08,67.15000071200622
23,N8,100.0000008407871,53.67181266607469,9.983460804753139e-08,48.35853347716673,24.124703027059418,67.15000069444285
23,N9,37.67526036702906,19.360381095490897,9.98346098788751e-08,18.81774545926163,3.599788876380357,67.15000066395875
24,N1,6.366316122113936e-05,3.1845681527701066e-05,1.6287609359660483e-07,3.182877049560807e-05,2.4925097240782806e-07,67.15000054565297
24,N2,4.181412122871368e-05,2.073049633267139e-05,9.182898541282904e-07,2.090184224498589e-05,9.789672428656196e-08,67.15000067968464
24,N3,37.554062060049105,19.296564901058247,9.983461009086991e-08,18.58798403932801,3.3755467873343674,67.15000064214188
