hour,node,installed_power_mw,charge_offer_mw,accepted_charge_mw,discharge_offer_mw,accepted_discharge_mw,embedded_lambda_eur_per_mwh
13,N6,5.4244885001714536e-05,3.105829764060579e-05,1.5856859016036104e-05,2.6138700229501962e-05,9.841833734041982e-08,44.78500567595358
13,N7,4.062354875555988e-05,1.996000531358447e-05,7.374803257504675e-08,3.99336694366754e-05,3.926567651557961e-05,100.68357285719601
13,N8,100.00000084078697,100.00000039804121,99.99999995529568,49.73417855405747,9.695531997594362e-08,4.2976230329156104e-08
13,N9,40.079473416295784,40.0794727993633,40.079472182430884,20.173963465004707,9.497824545207054e-08,16.67034187855949
14,N1,6.562912106197679e-05,3.370158199250153e-05,3.3748701574224117e-07,3.364539797553217e-05,1.3789226569924868e-07,60.000000452134024
14,N2,4.068740280051879e-05,4.985703677226986e-07,7.925634287818026e-08,2.005254285241442e-05,6.10640583772033e-07,60.00000120286301
14,N3,35.14984946760999,13.622343637080414,13.622343444913605,16.651903704117096,6.765708480516229e-08,3.349564154430419e-07
14,N4,6.562912102272699e-05,3.37015818223824e-05,3.3748701805688236e-07,3.3645397871597994e-05,1.3789226521173104e-07,60.00000045503231
14,N5,6.122599140533536e-05,1.2082183739284101e-05,1.8789403375118518e-07,3.0085286160260466e-05,1.9267429676962222e-07,60.00000073057186
14,N6,5.4244885001714536e-05,2.94773238209926e-07,2.0584856343144614e-07,2.7320308593689664e-05,5.8042371313963674e-08,8.474744708289604e-07
14,N7,4.062354875555988e-05,4.965417717951415e-07,7.929412600469153e-08,1.993552823342383e-05,6.035768429453922e-07,60.000001202863
14,N8,100.00000084078697,100.0000006184646,100.00000039614228,49.734219905706766,7.737197823607342e-08,2.6412368700142598e-08
14,N9,40.079473416295784,14.709185956134956,14.709185763968144,20.17407731277304,6.765708484006592e-08,3.345951248641906e-07
15,N1,6.562912106197679e-05,3.3701319516446634e-05,3.3748914400506616e-07,3.364569842634765e-05,1.3789182617681212e-07,60.000000477097146
15,N2,4.068740280051879e-05,1.9993307053467636e-05,8.500862652640297e-08,1.0256619144414413e-05,5.718362036622422e-06,100.68357280714653
15,N3,35.14984946760999,19.68782734934586,19.164225654499255,16.65180348949965,1.1609201990657127e-07,16.67034188894612
15,N4,6.562912102272699e-05,3.3701319359731946e-05,3.374891769606103e-07,3.3645698320087174e-05,1.3789182013868718e-07,60.00000048056454
15,N5,6.122599140533536e-05,3.0355951580238892e-05,1.7038878339381358e-07,2.9781710257367292e-05,2.1762043086217002e-07,74.05733239916856
15,N6,5.4244885001714536e-05,1.7705389174279477e-05,1.6270833750181917e-06,2.6048318503469972e-05,1.0530181506511215e-07,44.785005688076154
15,N7,4.062354875555988e-05,1.9964470458771116e-05,8.515163653181186e-08,1.0871664797818056e-05,5.836517720303038e-06,100.68357280714653
15,N8,100.00000084078697,97.82578816084462,97.51448221980682,49.734202465880095,1.3003728635322205e-07,5.430424171338412e-08
15,N9,40.079473416295784,24.201438337440898,23.659135031666214,20.173885281147754,1.1609202218643709e-07,16.670341888543188
16,N1,6.562912106197679e-05,3.3700258069024395e-05,3.374996052563293e-07,3.364691407433057e-05,1.378896624762325e-07,60.00000055320918
16,N2,4.068740280051879e-05,2.0506543150976527e-05,8.450116100173679e-08,1.6427139564508995e-05,1.1430802863438017e-05,100.68357267088652
16,N3,35.14984946760999,7.1972834592149155,0.5077729577715214,16.651748098984704,1.1609205768897128e-07,16.670342399507227
16,N4,6.562912102272699e-05,3.370025788215064e-05,3.3749957668489215e-07,3.364691397621854e-05,1.3788966758320265e-07,60.00000055897898
16,N5,6.122599140533536e-05,3.037810549975311e-05,1.7039732205957799e-07,2.9805917650136793e-05,2.1760672875028682e-07,74.05733240499114
16,N6,5.4244885001714536e-05,1.6936517041525603e-05,1.6329063525341367e-06,2.738346533034781e-05,1.0523388884774986e-07,44.78500605068622
16,N7,4.062354875555988e-05,2.0447666984526785e-05,8.463272069979024e-08,1.6697532459242367e-05,1.1271227919157273e-05,100.68357267088652
16,N8,100.00000084078697,39.071932405777176,37.73497075335491,49.73406019388975,1.3003733541171284e-07,6.534556884000392e-07
16,N9,40.079473416295784,11.95266116265981,0.5470275623945395,20.17377489664046,1.1609205649654999e-07,16.67034239929754
17,N1,6.562912106197679e-05,3.3698307194315065e-05,3.3751851487768985e-07,3.3649146444902736e-05,1.3788575430169773e-07,60.00000061518848
17,N2,4.068740280051879e-05,3.610761107523277e-05,3.566065608503436e-05,1.9818824526823597e-05,7.000016915824903e-08,60.00000068329186
17,N3,35.14984946760999,16.651758925995253,1.2391738451263186e-07,16.651267637107484,6.748837143581791e-07,60.0000006093043
17,N4,6.562912102272699e-05,3.36983070053846e-05,3.375185163969019e-07,3.3649146360120166e-05,1.3788575395827246e-07,60.0000006340694
17,N5,6.122599140533536e-05,2.8016428361677514e-05,1.1825362489318327e-06,2.9810035111299726e-05,9.985944971506451e-08,60.00000068661711
17,N6,5.4244885001714536e-05,2.6265059403933832e-05,1.6627102705417412e-07,2.685083126787107e-05,2.686179311727766e-07,60.000000615599795
17,N7,4.062354875555988e-05,3.624552876833367e-05,3.5798455500994486e-05,1.9828501678902238e-05,7.00037006967236e-08,60.00000068329186
17,N8,100.00000084078697,49.734195726029476,1.230289967297549e-07,49.73233745739127,7.026662094351893e-07,60.00000060510096
17,N9,40.079473416295784,20.17380031860733,1.2391737098879117e-07,20.172800571715744,6.748841276982401e-07,60.0000006093043
18,N1,6.562912106197679e-05,3.36999751044669e-05,1.6285461632836553e-07,3.364789895369092e-05,2.494510768642281e-07,67.1500005304795
18,N2,4.068740280051879e-05,1.760241138036356e-05,1.2150456188246553e-06,1.9819853163765084e-05,9.434868133404023e-08,67.15000075809348
18,N3,35.14984946760999,16.65176552629744,9.980805899610563e-08,1.4985089875579105,1.1844471326467683,67.15000064395046
18,N4,6.562912102272699e-05,3.369997507711595e-05,1.6285461623373178e-07,3.364789903697392e-05,2.494510768848766e-07,67.15000058851832
18,N5,6.122599140533536e-05,3.0153242826590488e-05,2.5724834217692403e-07,2.9995250890845266e-05,1.5141548001747617e-07,67.1500008085486
18,N6,5.4244885001714536e-05,2.6436851245380576e-05,1.0662052556103725e-07,2.0354201765234232e-05,1.4121630755651073e-06,67.15000060635668
18,N7,4.062354875555988e-05,1.7425966168500358e-05,1.2136909771307496e-06,1.9903717392631715e-05,9.435429946277605e-08,67.15000075809348
18,N8,100.00000084078697,49.73411535579286,9.980807002541973e-08,0.8862741804209919,0.5720565088707005,67.15000068995835
18,N9,40.079473416295784,20.1738072546142,9.980804235843e-08,0.7712744993873313,0.5935747697879302,67.15000064830046
19,N1,6.562912106197679e-05,3.366190015987365e-05,2.6295560188456323e-07,3.3662270664498515e-05,1.573373918407179e-07,60.000001166690126
19,N2,4.068740280051879e-05,1.871070977406214e-05,4.4138724661851603e-07,1.9760540716135035e-05,1.1229632171741946e-07,71.86572580405029
19,N3,35.14984946760999,16.651752996671007,9.980806651101915e-08,1.6105087763132173,1.20174734659035,67.15000073141746
19,N4,6.562912102272699e-05,3.366189993370172e-05,2.629556014922718e-07,3.366227061643476e-05,1.5733739190062913e-07,60.00000122418784
19,N5,6.122599140533536e-05,2.910573545013867e-05,1.4517275958087531e-07,3.000663340579439e-05,2.762677732103965e-07,76.2594278277704
19,N6,5.4244885001714536e-05,2.6631920581247127e-05,1.2902356753226534e-07,2.638884396175495e-05,4.728262411466811e-07,62.5106880803128
19,N7,4.062354875555988e-05,1.849261182246345e-05,4.4124466340770764e-07,1.9736640722567476e-05,1.1229684685397512e-07,71.86572580405029
19,N8,100.00000084078697,49.734154780672924,9.077572203364393e-08,40.0872221856316,40.08722097048241,69.90084035007482
19,N9,40.079473416295784,20.173784121961887,9.980805650784561e-08,0.9003195540578912,0.6585705916840898,67.15000074875869
20,N1,6.562912106197679e-05,3.3691580651407015e-05,3.3759298324134797e-07,3.365683565543119e-05,1.378703667546036e-07,60.00000174988675
20,N2,4.068740280051879e-05,1.9913354549136334e-05,1.454803582324388e-07,1.3647713204090856e-05,2.4134073377598623e-07,85.54212905909331
20,N3,35.14984946760999,16.651813364414643,7.82335104101951e-08,6.629179854348497e-06,6.220206764726613e-06,75.39107170425598
20,N4,6.562912102272699e-05,3.3691580403314785e-05,3.3759298250020314e-07,3.365683562961122e-05,1.3787036682035242e-07,60.00000181828551
20,N5,6.122599140533536e-05,3.0004998730772775e-05,6.99418707874396e-08,2.721341141327873e-06,2.4002464441512414e-06,95.00000029012354
20,N6,5.4244885001714536e-05,2.6830423594293755e-05,1.240543092047837e-07,2.486658521285985e-05,5.433482256704275e-07,65.40449965208481
20,N7,4.062354875555988e-05,1.9876122196361273e-05,1.4548088801286388e-07,1.3874521686171246e-05,2.41411617998245e-07,85.54212905909331
20,N8,100.00000084078697,49.73431455004442,6.513661894072367e-08,22.37730132247306,22.377301094507676,81.31252199190902
20,N9,40.079473416295784,20.173904165117882,7.823350562759729e-08,6.629135351118441e-06,6.220162590127043e-06,75.39107173000973
21,N1,6.562912106197679e-05,3.369209471538887e-05,1.6287465610649425e-07,3.3657014334478144e-05,2.49399559232603e-07,67.15000081505687
21,N2,4.068740280051879e-05,1.4996234470829667e-05,1.1718954910767677e-06,1.97448811423792e-05,9.457935994892644e-08,67.15000134787245
21,N3,35.14984946760999,16.651727112669267,9.980807357451577e-08,1.7766413071526734,1.2111931675645182,67.15000087372998
21,N4,6.562912102272699e-05,3.3692094668299406e-05,1.628746557658073e-07,3.3657014437251795e-05,2.493995598069036e-07,67.15000089332209
21,N5,6.122599140533536e-05,2.8712843876352523e-05,2.5724344052170594e-07,3.0212019995335938e-05,1.5139587068701854e-07,67.1500013701765
21,N6,5.4244885001714536e-05,2.6373164399895942e-05,1.0681228167574853e-07,2.3204645691030347e-05,1.393748653237709e-06,67.15000089650296
21,N7,4.062354875555988e-05,1.5214066815252567e-05,1.173874736645701e-06,1.968706902024312e-05,9.457409731337304e-08,67.15000134787245
21,N8,100.00000084078697,49.73392836923202,9.980808128076469e-08,1.2294224975100647,0.6724160378954684,67.15000129846558
21,N9,40.079473416295784,20.17373365946289,9.980806942499686e-08,1.0777917267798984,0.7215306250312282,67.15000089586673
22,N1,6.562912106197679e-05,3.368905381199174e-05,1.6288163532568045e-07,3.366052386265989e-05,2.4938162616879556e-07,67.15000062240384
22,N2,4.068740280051879e-05,1.8002665711414377e-05,1.1827551954296845e-06,1.983419853392785e-05,9.464424140847679e-08,67.15000080306385
22,N3,35.14984946760999,16.651726174448186,9.980807689885527e-08,1.8169738876260257,1.1497918261519497,67.15000068845524
22,N4,6.562912102272699e-05,3.368905376042954e-05,1.628816349155033e-07,3.366052396960675e-05,2.493816268992963e-07,67.15000070637872
22,N5,6.122599140533536e-05,2.9991036403821375e-05,2.572626646793547e-07,3.0174306715232916e-05,1.514093126279435e-07,67.15000081142975
22,N6,5.4244885001714536e-05,2.6364076728422712e-05,1.0686011561438742e-07,2.369709002876327e-05,1.3878505232173583e-06,67.15000070702091
22,N7,4.062354875555988e-05,1.8153145142245797e-05,1.1841923596240153e-06,1.9780161990909805e-05,9.463667383708098e-08,67.15000080306385
22,N8,100.00000084078697,49.73392314445816,9.980808263681431e-08,1.5269074617670761,0.8133376105670952,67.15000077565368
22,N9,40.079473416295784,20.17373160959942,9.980807439946878e-08,1.1474007335680696,0.7196074229364885,67.15000070089108
23,N1,6.562912106197679e-05,3.368690836249327e-05,1.628872189527028e-07,3.366299687545517e-05,2.493672814266547e-07,67.15000057856176
23,N2,4.068740280051879e-05,1.8905879951692183e-05,1.181490678318053e-06,1.97008909475988e-05,9.468907902464674e-08,67.15000072242819
23,N3,35.14984946760999,16.651724089853726,9.980807889663755e-08,1.8902602785113338,1.1328757316277023,67.1500006624462
23,N4,6.562912102272699e-05,3.3686908306166916e-05,1.6288721846272356e-07,3.366299698680771e-05,2.4936728233654996e-07,67.15000066908834
23,N5,6.122599140533536e-05,3.0052169684827512e-05,2.572341868409594e-07,3.0156091248394963e-05,1.5142229356048614e-07,67.15000072687687
23,N6,5.4244885001714536e-05,2.6354631402206502e-05,1.0689605874068722e-07,2.3948152684828023e-05,1.382945462516316e-06,67.15000067268295
23,N7,4.062354875555988e-05,1.8758441216623206e-05,1.1817992379576499e-06,1.9667209284491436e-05,9.467966191832481e-08,67.15000072242819
23,N8,100.00000084078697,49.73392068212875,9.980808304657033e-08,1.5125632633894284,0.7953952144484367,67.1500007056529
23,N9,40.079473416295784,20.17372737094548,9.980807771339671e-08,1.2098797637164553,0.7171133162884054,67.15000066971241
24,N1,6.562912106197679e-05,3.368548005441297e-05,1.62891402419691e-07,3.366464172846558e-05,2.493565353836003e-07,67.15000055329423
24,N2,4.068740280051879e-05,1.897198971058612e-05,1.1779150814399791e-06,1.9655662027751207e-05,9.472215937106438e-08,67.1500006888992
