hour,node,lambda_reference_eur_per_mwh
18,N3,67.1499998695282
18,N4,67.14999976875535
18,N5,67.15000023504773
18,N6,67.14999979880594
18,N7,67.15000013330281
18,N8,67.14999995371652
18,N9,67.14999987678338
19,N1,67.14999894219292
19,N2,67.15000110638451
19,N3,67.15000005367213
19,N4,67.14999911705345
19,N5,67.15000176407177
19,N6,67.14999945804661
19,N7,67.15000110638451
19,N8,67.1500005834991
19,N9,67.15000008493838
20,N1,67.14999917766715
20,N2,67.15000111322767
20,N3,67.15000012705696
20,N4,67.14999937524074
20,N5,67.15000166657595
20,N6,67.14999966016347
20,N7,67.15000111322767
20,N8,67.15000067117195
20,N9,67.15000016942027
21,N1,67.14999984314927
21,N2,67.15000063725837
21,N3,67.1500001286494
21,N4,67.15000005426552
21,N5,67.15000076198741
21,N6,67.15000010165633
21,N7,67.15000063725837
21,N8,67.1500004636042
21,N9,67.15000017100024
22,N1,67.14999984319033
22,N2,67.15000029559704
22,N3,67.15000004092398
22,N4,67.15000006970811
22,N5,67.15000032566022
22,N6,67.15000007669305
22,N7,67.15000029559702
22,N8,67.15000021534044
22,N9,67.15000006913304
23,N1,67.14999975165067
23,N2,67.15000013027803
23,N3,67.14999998574983
23,N4,67.1499999958413
23,N5,67.15000014444523
23,N6,67.15000000758445
23,N7,67.15000013027803
23,N8,67.15000008259618
23,N9,67.15000000254766
24,N1,67.14999968116744
24,N2,67.15000004178293
24,N3,67.14999994231455
24,N4,67.14999993520975
24,N5,67.1500000499219
24,N6,67.14999995299925
24,N7,67.15000004178293
24,N8,67.15000000846389
24,N9,67.14999995326829
